id,author,sha,last_modified,created_at,private,gated,disabled,downloads,likes,library_name,tags,pipeline_tag,mask_token,card_data,widget_data,model_index,config,transformers_info,siblings,spaces,safetensors,lastModified,cardData,transformersInfo,_id,modelId
StatsGary/norweigen-fjords-fjords,StatsGary,c96149737874fafe32214788a63284c094c05048,2023-01-27 12:52:12+00:00,2023-01-05 20:07:09+00:00,False,False,,7,50,diffusers,"['diffusers', 'pytorch', 'stable-diffusion', 'text-to-image', 'diffusion-models-class', 'dreambooth-hackathon', 'landscape', 'license:creativeml-openrail-m', 'endpoints_compatible', 'diffusers:StableDiffusionPipeline', 'region:us']",text-to-image,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='feature_extractor/preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model_index.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='safety_checker/config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='safety_checker/pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='scheduler/scheduler_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer/merges.txt', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer/special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer/tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer/vocab.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='unet/config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='unet/diffusion_pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vae/config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vae/diffusion_pytorch_model.bin', size=None, blob_id=None, lfs=None)]",,,2023-01-27 12:52:12+00:00,,,63b72dedec5c995fded0690f,StatsGary/norweigen-fjords-fjords
DeepFloyd/IF-I-M-v1.0,DeepFloyd,64dfba780d63640fda95964acba4f410e0420d5f,2023-06-02 19:04:48+00:00,2023-03-21 19:06:19+00:00,False,auto,,6201,47,diffusers,"['diffusers', 'pytorch', 'safetensors', 'if', 'text-to-image', 'arxiv:2205.11487', 'arxiv:2110.02861', 'license:deepfloyd-if-license', 'diffusers:IFPipeline', 'region:us']",text-to-image,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.yml', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='feature_extractor/preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model_index.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pics/deepfloyd_if_scheme.jpg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pics/fid30k_if.jpg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pics/if_architecture.jpg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pics/loss.jpg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pics/lr.jpg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pics/scheme-h.jpg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='safety_checker/config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='safety_checker/pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='scheduler/scheduler_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/model-00001-of-00002.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/model-00002-of-00002.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/model.8bit.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/model.fp16-00001-of-00002.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/model.fp16-00002-of-00002.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/model.safetensors.index.fp16.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/model.safetensors.index.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/pytorch_model-00001-of-00002.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/pytorch_model-00002-of-00002.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/pytorch_model.8bit.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/pytorch_model.bin.index.fp16.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/pytorch_model.bin.index.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/pytorch_model.fp16-00001-of-00002.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/pytorch_model.fp16-00002-of-00002.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/spiece.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='text_encoder/tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer/special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer/spiece.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer/tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='unet/config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='unet/diffusion_pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='unet/diffusion_pytorch_model.fp16.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='unet/diffusion_pytorch_model.fp16.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='unet/diffusion_pytorch_model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='watermarker/config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='watermarker/diffusion_pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='watermarker/diffusion_pytorch_model.safetensors', size=None, blob_id=None, lfs=None)]",,,2023-06-02 19:04:48+00:00,,,641a002be15dc827d9a8e285,DeepFloyd/IF-I-M-v1.0
JCTN/RMBG-1.4,JCTN,45b40c83f9a6f3373bc3df6d415933bef249198d,2024-02-09 20:24:49+00:00,2024-02-09 20:17:57+00:00,False,False,,0,4,,"['pytorch', 'onnx', 'remove background', 'background', 'background-removal', 'Pytorch', 'vision', 'legal liability', 'image-to-image', 'license:other', 'region:us']",image-to-image,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='briarmbg.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='example_inference.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='example_input.jpg', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.pth', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='onnx/model.onnx', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='onnx/model_quantized.onnx', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='onnx/onnx_quantize_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='requirements.txt', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='results.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='t4.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='utilities.py', size=None, blob_id=None, lfs=None)]",,,2024-02-09 20:24:49+00:00,,,65c6887510735dcd76f33bb1,JCTN/RMBG-1.4
huggingnft/cryptopunks__2__bored-apes-yacht-club,huggingnft,aa592734173938947c65191aca14a719332ab0dd,2022-04-25 16:05:53+00:00,2022-04-12 11:24:26+00:00,False,False,,0,3,,"['pytorch', 'huggan', 'gan', 'image-to-image', 'huggingnft', 'nft', 'image', 'images', 'arxiv:1703.10593', 'license:mit', 'has_space', 'region:us']",image-to-image,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None)]",,,2022-04-25 16:05:53+00:00,,,6255616ab93511848e68a81e,huggingnft/cryptopunks__2__bored-apes-yacht-club
caidas/swin2SR-compressed-sr-x4-48,caidas,498d29976954b61c5c84f0bbddb7464124e1166c,2023-01-21 12:07:12+00:00,2022-12-16 14:09:53+00:00,False,False,,732,3,transformers,"['transformers', 'pytorch', 'swin2sr', 'image-to-image', 'vision', 'arxiv:2209.11345', 'license:apache-2.0', 'has_space', 'region:us']",image-to-image,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None)]",,,2023-01-21 12:07:12+00:00,,,639c7c31a41c0ad6baf6c29b,caidas/swin2SR-compressed-sr-x4-48
caidas/swin2SR-classical-sr-x4-64,caidas,c69ef3e2d2ac5777ff4a9f2f5afcd86d20604b7e,2024-03-27 11:13:03+00:00,2022-12-16 14:07:21+00:00,False,False,,2980,2,transformers,"['transformers', 'pytorch', 'safetensors', 'swin2sr', 'image-to-image', 'vision', 'arxiv:2209.11345', 'license:apache-2.0', 'has_space', 'region:us']",image-to-image,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None)]",,,2024-03-27 11:13:03+00:00,,,639c7b99199f20ec90912440,caidas/swin2SR-classical-sr-x4-64
caidas/swin2SR-lightweight-x2-64,caidas,089230cedd1895474b56fba2cb699aa02c26a5ca,2023-01-21 12:07:50+00:00,2022-12-16 14:11:39+00:00,False,False,,839,2,transformers,"['transformers', 'pytorch', 'swin2sr', 'image-to-image', 'vision', 'arxiv:2209.11345', 'license:apache-2.0', 'has_space', 'region:us']",image-to-image,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='preprocessor_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None)]",,,2023-01-21 12:07:50+00:00,,,639c7c9ba41c0ad6baf6cd81,caidas/swin2SR-lightweight-x2-64
NoxiusEngine/Vivid,NoxiusEngine,3198f17f8eccc9a73e8630b4a2e2815c5785d653,2023-05-16 09:44:37+00:00,2023-01-08 08:09:16+00:00,False,False,,317,2,diffusers,"['diffusers', 'pytorch', 'clip_text_model', 'image-to-image', 'en', 'dataset:Gustavosta/Stable-Diffusion-Prompts', 'doi:10.57967/hf/0254', 'license:mit', 'endpoints_compatible', 'diffusers:StableDiffusionPipeline', 'region:us']",image-to-image,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='Vivid.ckpt', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='diffusion_pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model_index.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='scheduler_config.json', size=None, blob_id=None, lfs=None)]",,,2023-05-16 09:44:37+00:00,,,63ba7a2c67e31a2ffab81014,NoxiusEngine/Vivid
qualcomm/Real-ESRGAN-General-x4v3,qualcomm,e2217fc91ad55c4b52c10d4881a4cc7f5616acff,2024-04-30 21:47:44+00:00,2024-02-25 22:57:33+00:00,False,False,,0,2,pytorch,"['pytorch', 'tflite', 'android', 'image-to-image', 'arxiv:2107.10833', 'license:bsd-3-clause', 'region:us']",image-to-image,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='Real-ESRGAN-General-x4v3.so', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='Real-ESRGAN-General-x4v3.tflite', size=None, blob_id=None, lfs=None)]",,,2024-04-30 21:47:44+00:00,,,65dbc5dde0ae639883ce3502,qualcomm/Real-ESRGAN-General-x4v3
qualcomm/ESRGAN,qualcomm,3100b65eadd3dcf7cf562dd2f861060cab1950b9,2024-04-30 21:43:28+00:00,2024-02-25 23:01:21+00:00,False,False,,0,2,pytorch,"['pytorch', 'tflite', 'android', 'image-to-image', 'arxiv:1809.00219', 'license:apache-2.0', 'region:us']",image-to-image,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='ESRGAN.so', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='ESRGAN.tflite', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None)]",,,2024-04-30 21:43:28+00:00,,,65dbc6c12f6d2dfc27632a7a,qualcomm/ESRGAN
