id,author,sha,last_modified,created_at,private,gated,disabled,downloads,likes,library_name,tags,pipeline_tag,mask_token,card_data,widget_data,model_index,config,transformers_info,siblings,spaces,safetensors,lastModified,cardData,transformersInfo,_id,modelId
joeddav/xlm-roberta-large-xnli,joeddav,f62c382fcbe560010fa23ab3c4d47d2d78020758,2023-03-22 18:23:34+00:00,2022-03-02 23:29:05+00:00,False,False,,6515,175,transformers,"['transformers', 'pytorch', 'tf', 'xlm-roberta', 'text-classification', 'tensorflow', 'zero-shot-classification', 'multilingual', 'en', 'fr', 'es', 'de', 'el', 'bg', 'ru', 'tr', 'ar', 'vi', 'th', 'zh', 'hi', 'sw', 'ur', 'dataset:multi_nli', 'dataset:xnli', 'arxiv:1911.02116', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'has_space', 'region:us']",zero-shot-classification,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='sentencepiece.bpe.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tf_model.h5', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None)]",,,2023-03-22 18:23:34+00:00,,,621ffdc136468d709f17ccec,joeddav/xlm-roberta-large-xnli
cardiffnlp/twitter-xlm-roberta-base-sentiment,cardiffnlp,f2f1202b1bdeb07342385c3f807f9c07cd8f5cf8,2023-07-19 20:41:38+00:00,2022-03-02 23:29:05+00:00,False,False,,526071,168,transformers,"['transformers', 'pytorch', 'tf', 'xlm-roberta', 'text-classification', 'multilingual', 'arxiv:2104.12250', 'autotrain_compatible', 'endpoints_compatible', 'has_space', 'region:us']",text-classification,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='sentencepiece.bpe.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tf_model.h5', size=None, blob_id=None, lfs=None)]",,,2023-07-19 20:41:38+00:00,,,621ffdc136468d709f179e40,cardiffnlp/twitter-xlm-roberta-base-sentiment
MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli,MoritzLaurer,6f5cf0a2b59cabb106aca4c287eed12e357e90eb,2024-04-11 13:47:27+00:00,2022-03-02 23:29:04+00:00,False,False,,2095007,167,transformers,"['transformers', 'pytorch', 'safetensors', 'deberta-v2', 'text-classification', 'zero-shot-classification', 'en', 'dataset:multi_nli', 'dataset:facebook/anli', 'dataset:fever', 'arxiv:2006.03654', 'license:mit', 'model-index', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",zero-shot-classification,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='added_tokens.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='spm.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None)]",,,2024-04-11 13:47:27+00:00,,,621ffdc036468d709f176a6a,MoritzLaurer/DeBERTa-v3-base-mnli-fever-anli
vectara/hallucination_evaluation_model,vectara,58383384656cbaec2949a75a41f20e891e90a73b,2024-03-27 11:36:31+00:00,2023-10-25 19:03:42+00:00,False,False,,22136,163,transformers,"['transformers', 'pytorch', 'deberta-v2', 'text-classification', 'microsoft/deberta-v3-base', 'en', 'dataset:multi_nli', 'dataset:snli', 'dataset:fever', 'dataset:tals/vitaminc', 'dataset:paws', 'arxiv:2204.04991', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'has_space', 'region:us']",text-classification,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='added_tokens.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='candle.png', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='leaderboard_summaries.csv', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='spm.model', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None)]",,,2024-03-27 11:36:31+00:00,,,6539668e4037a1bc44ff9bf9,vectara/hallucination_evaluation_model
yiyanghkust/finbert-tone,yiyanghkust,4921590d3c0c3832c0efea24c8381ce0bda7844b,2022-10-17 00:35:39+00:00,2022-03-02 23:29:05+00:00,False,False,,556366,134,transformers,"['transformers', 'pytorch', 'tf', 'text-classification', 'financial-sentiment-analysis', 'sentiment-analysis', 'en', 'autotrain_compatible', 'endpoints_compatible', 'has_space', 'region:us']",text-classification,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tf_model.h5', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.txt', size=None, blob_id=None, lfs=None)]",,,2022-10-17 00:35:39+00:00,,,621ffdc136468d709f181abd,yiyanghkust/finbert-tone
FacebookAI/roberta-large-mnli,FacebookAI,2a8f12d27941090092df78e4ba6f0928eb5eac98,2024-02-19 12:47:11+00:00,2022-03-02 23:29:04+00:00,False,False,,133883,133,transformers,"['transformers', 'pytorch', 'tf', 'jax', 'safetensors', 'roberta', 'text-classification', 'autogenerated-modelcard', 'en', 'dataset:multi_nli', 'dataset:wikipedia', 'dataset:bookcorpus', 'arxiv:1907.11692', 'arxiv:1806.02847', 'arxiv:1804.07461', 'arxiv:1704.05426', 'arxiv:1508.05326', 'arxiv:1809.05053', 'arxiv:1910.09700', 'license:mit', 'autotrain_compatible', 'endpoints_compatible', 'region:us']",text-classification,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='flax_model.msgpack', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='merges.txt', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tf_model.h5', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.json', size=None, blob_id=None, lfs=None)]",,,2024-02-19 12:47:11+00:00,,,621ffdc036468d709f174351,FacebookAI/roberta-large-mnli
unitary/toxic-bert,unitary,4d6c22e74ba2fdd26bc4f7238f50766b045a0d94,2024-03-13 17:41:49+00:00,2022-03-02 23:29:05+00:00,False,False,,109795,116,transformers,"['transformers', 'pytorch', 'jax', 'safetensors', 'bert', 'text-classification', 'arxiv:1703.04009', 'arxiv:1905.12516', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'has_space', 'region:us']",text-classification,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='flax_model.msgpack', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='model.safetensors', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.txt', size=None, blob_id=None, lfs=None)]",,,2024-03-13 17:41:49+00:00,,,621ffdc136468d709f18127f,unitary/toxic-bert
togethercomputer/m2-bert-80M-32k-retrieval,togethercomputer,a2ccdc5b5661a282c77545e586a019f387ab7a48,2024-01-12 21:49:00+00:00,2023-11-04 03:09:52+00:00,False,False,,785,116,transformers,"['transformers', 'pytorch', 'm2_bert', 'text-classification', 'sentence-similarity', 'custom_code', 'en', 'arxiv:2310.12109', 'license:apache-2.0', 'autotrain_compatible', 'has_space', 'region:us']",sentence-similarity,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='bert_layers.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='bert_padding.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='blockdiag_linear.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='blockdiag_multiply.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.yaml', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='configuration_bert.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='generation_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='hyena_utils.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='monarch_mixer_sequence_mixer.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='structured_linear.py', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='version.txt', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.txt', size=None, blob_id=None, lfs=None)]",,,2024-01-12 21:49:00+00:00,,,6545b60049feb5082b1e3976,togethercomputer/m2-bert-80M-32k-retrieval
finiteautomata/bertweet-base-sentiment-analysis,finiteautomata,924fc4c80bccb8003d21fe84dd92c7887717f245,2023-02-17 02:17:31+00:00,2022-03-02 23:29:05+00:00,False,False,,318648,115,transformers,"['transformers', 'pytorch', 'tf', 'roberta', 'text-classification', 'sentiment-analysis', 'en', 'arxiv:2106.09462', 'autotrain_compatible', 'endpoints_compatible', 'has_space', 'region:us']",text-classification,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='added_tokens.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='bpe.codes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tf_model.h5', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.txt', size=None, blob_id=None, lfs=None)]",,,2023-02-17 02:17:31+00:00,,,621ffdc136468d709f17b0de,finiteautomata/bertweet-base-sentiment-analysis
notdiamond/notdiamond-0001,notdiamond,c0094a14b271d8f1e75c7da19bf0457d47c550b4,2024-03-20 05:10:01+00:00,2023-12-12 02:13:59+00:00,False,False,,678,110,transformers,"['transformers', 'pytorch', 'bert', 'text-classification', 'license:apache-2.0', 'autotrain_compatible', 'endpoints_compatible', 'has_space', 'region:us']",text-classification,,,,,,,"[RepoSibling(rfilename='.gitattributes', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='README.md', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='pytorch_model.bin', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='special_tokens_map.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='tokenizer_config.json', size=None, blob_id=None, lfs=None), RepoSibling(rfilename='vocab.txt', size=None, blob_id=None, lfs=None)]",,,2024-03-20 05:10:01+00:00,,,6577c1e77f5da1deb6645dae,notdiamond/notdiamond-0001
